UID,Row_ID,Data citation,Full citation,Region,Region Label,URL,Tephra,Volcanic Zone,Volcanic source,Site,Depth,Sample_ID,Point_ID,UMAP_VARG25_2D_1,UMAP_VARG25_2D_2
48341,48341,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-3.371476412,-8.569174767
48342,48342,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-5.3817029,-8.94683075
48343,48343,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-2.934925079,-7.376089096
48344,48344,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-2.446962357,-7.18009901
48345,48345,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-3.486646414,-8.043493271
48346,48346,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Kekuk crater ~7900 BP,,Kekuk crater,,,417-1,,-2.729910135,-8.561257362
48347,48347,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.380862236,-6.095164299
48348,48348,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-0.6205073,-3.792294741
48349,48349,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.997249603,-5.746188641
48350,48350,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.923593283,-5.601456165
48351,48351,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.987823725,-5.739264488
48352,48352,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-4.022053242,-5.732467651
48353,48353,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,0.118595913,-3.93466115
48354,48354,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-4.051262856,-6.065701008
48355,48355,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-4.350460529,-5.752529144
48356,48356,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.77648735,-6.206000328
48357,48357,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-4.053137779,-6.08801651
48358,48358,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.944405317,-5.6720438
48359,48359,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-0.653802276,-3.752175808
48360,48360,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-4.284827709,-5.733428001
48361,48361,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Svetly Kliuch crater ~7200 BP,,Svetly Kliuch crater,,,867a-1,,-3.980072021,-5.679430485
48362,48362,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-4.355597496,-5.489499569
48363,48363,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-3.771509647,-4.38218832
48364,48364,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,0.520664752,-3.708455801
48365,48365,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-3.821637154,-6.142193317
48366,48366,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-5.18053484,-3.278675079
48367,48367,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-4.679894447,-3.550004244
48368,48368,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-4.811673641,-3.300466776
48369,48369,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-4.735551357,-3.194668293
48370,48370,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-4.33406353,-2.918124199
48371,48371,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-3.278287888,-5.140925407
48372,48372,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~3200 BP,,Ichinsky,,,218-1,,-3.496737003,-4.013910294
48373,48373,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-3.345327139,-4.35397625
48374,48374,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-0.381023079,-2.89500618
48375,48375,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-3.684083223,-4.180587769
48376,48376,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-3.765997171,-5.643528938
48377,48377,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-4.404568672,-5.130301476
48378,48378,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-0.173989519,-3.905619144
48379,48379,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-4.343945026,-4.878270149
48380,48380,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-4.330002785,-5.852445126
48381,48381,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,204-1,,-4.542689323,-3.705867529
48382,48382,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-5.863773346,-1.304403186
48383,48383,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,1.062034607,-3.286536932
48384,48384,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-4.037065506,-2.799385548
48385,48385,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-4.794903278,-2.545034885
48386,48386,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-3.471853971,-3.285081863
48387,48387,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,0.255055279,-2.49828887
48388,48388,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-5.137963295,-1.439727902
48389,48389,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-5.246591091,-1.286531925
48390,48390,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-5.86052084,-1.319312572
48391,48391,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-4.706241608,-2.535748482
48392,48392,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,1.784599066,-3.760598421
48393,48393,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,-0.214512929,-1.748994946
48394,48394,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,,,Ichinsky,,,208-1,,1.546201706,-3.619725943
48395,48395,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-4.182186127,-5.727807999
48396,48396,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-3.049478769,-4.556157112
48397,48397,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-3.089388609,-5.279354095
48398,48398,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-1.579021454,-4.836384773
48399,48399,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-3.411352873,-5.914744854
48400,48400,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-4.809909344,-6.196108341
48401,48401,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-4.899924278,-4.287228107
48402,48402,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-6.448825836,-6.455125332
48403,48403,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-3.376344204,-6.178797245
48404,48404,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,ICH,,Ichinsky,,,128a-2,,-3.366323471,-7.025428772
48405,48405,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-3.840027571,-5.520474434
48406,48406,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-3.258688927,-5.974983692
48407,48407,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.067215919,-5.514493942
48408,48408,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.564351082,-5.126520157
48409,48409,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-0.735875845,-3.75702095
48410,48410,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.757723808,-4.382295132
48411,48411,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.542816639,-7.078275204
48412,48412,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.187411785,-5.408679485
48413,48413,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-4.722501278,-5.407987118
48414,48414,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,-3.572842836,-5.974006653
48415,48415,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky /volcano ~4700 BP,,Ichinsky,,,218-2,,1.466379166,-3.87827301
48416,48416,Portnyagin et al. 2020,"Portnyagin, M., et al. (2020). TephraKam: geochemical database of glass compositions in tephra and volcanic rocks of Kamchatka. ESSD 12, 469–486. DOI: 10.5194/essd-12-469-2020",Kamchatka,Kamchatka,https://doi.org/10.5194/essd-12-469-2020,Ichinsky / S.Cherpuk Cone ~7400 BP,,Ichinsky,,,113'-2,,9.70880127,4.045862198
